file_name,vertices,edges,m,lambda,density,time_ms,time_s
dataset/parlamento.net,10,45,30,0.1,-9.0,2255.497648002347,2.255497648002347
dataset/parlamento.net,10,45,30,0.1,2.0,4358.722463992308,4.358722463992308
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,6467.395582993049,6.467395582993049
dataset/parlamento.net,10,45,30,0.1,-9.0,8586.650883997208,8.586650883997208
dataset/parlamento.net,10,45,30,0.1,-9.0,10725.8656329941,10.7258656329941
dataset/parlamento.net,10,45,30,0.1,2.0,13565.781433993834,13.565781433993834
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,18015.13500699366,18.01513500699366
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,21887.04949300154,21.88704949300154
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,25071.629568003118,25.071629568003118
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,27324.7110730008,27.3247110730008
dataset/parlamento.net,10,45,30,0.1,2.0,29591.595766993123,29.591595766993123
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,31797.66353199375,31.79766353199375
dataset/parlamento.net,10,45,30,0.1,2.0,34011.83003500046,34.01183003500046
dataset/parlamento.net,10,45,30,0.1,-9.0,36215.263557998696,36.215263557998696
dataset/parlamento.net,10,45,30,0.1,2.0,38365.34105299506,38.36534105299506
dataset/parlamento.net,10,45,30,0.1,-9.0,40720.121309990645,40.720121309990645
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,42769.40811499662,42.76940811499662
dataset/parlamento.net,10,45,30,0.1,-9.0,45070.24617999559,45.07024617999559
dataset/parlamento.net,10,45,30,0.1,2.0,47323.575166999944,47.323575166999944
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,49434.96604799293,49.43496604799293
dataset/parlamento.net,10,45,30,0.1,-5.923809523809523,51605.13850199641,51.60513850199641
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,53810.602112993365,53.810602112993365
dataset/parlamento.net,10,45,30,0.1,2.0,56022.04075199552,56.02204075199552
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,58211.80895800353,58.21180895800353
dataset/parlamento.net,10,45,30,0.1,2.0,60371.27519799105,60.371275197991054
dataset/parlamento.net,10,45,30,0.1,-3.2333333333333334,62486.5647849947,62.4865647849947
dataset/parlamento.net,10,45,30,0.1,2.0,64572.145739992266,64.57214573999227
dataset/parlamento.net,10,45,30,0.1,-9.0,66746.7721580033,66.7467721580033
dataset/parlamento.net,10,45,30,0.1,2.0,69033.48757399363,69.03348757399363
dataset/parlamento.net,10,45,30,0.1,2.0,71490.0369609968,71.4900369609968
dataset/parlamento.net,10,45,30,0.2,5.800000000000001,72817.50482399366,72.81750482399366
dataset/parlamento.net,10,45,30,0.2,5.800000000000001,74137.60369199736,74.13760369199736
