signed/gahuku.net;CM;0.100000;0.000000;-6.960000;2;[0,8,14,15,1],[],[2,7,6,3,5,11,12,4,9,10,13],[],[],[],[],[],[],[],[],[],[],[],[],[]
signed/gahuku.net;CM;0.200000;0.000000;-3.956364;2;[0,8,14,15,1],[],[2,7,6,3,5,11,12,4,9,10,13],[],[],[],[],[],[],[],[],[],[],[],[],[]
signed/gahuku.net;CM;0.300000;0.000000;-0.952727;2;[0,8,14,15,1],[],[2,7,6,3,5,11,12,4,9,10,13],[],[],[],[],[],[],[],[],[],[],[],[],[]
signed/gahuku.net;CM;0.400000;0.000000;5.361904;5;[0,8],[],[2,7,6,3,5,11,12],[],[4,9],[],[],[],[],[],[10,13],[],[],[],[14,15,1],[]
signed/gahuku.net;CM;0.500000;0.000000;12.766667;6;[0,8],[],[2,7,6,3,5],[],[4,9],[],[],[],[],[],[10,13],[11,12],[],[],[14,15,1],[]
signed/gahuku.net;CM;0.600000;0.000000;21.520002;6;[0,8],[],[2,7,6,3,5],[],[4,9],[],[],[],[],[],[10,13],[11,12],[],[],[14,15,1],[]
signed/gahuku.net;CM;0.700000;0.000000;41.799997;15;[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14,15],[]
signed/gahuku.net;CM;0.800000;0.000000;63.200003;15;[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14,15],[]
signed/gahuku.net;CM;0.900000;0.000000;84.599995;15;[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14,15],[]
signed/gahuku.net;16;120;MCN+LNM;0.200000;0.000000;7.445714;[15,14,1,0],[12,9,8,13,4],[11,10,7,6,5,3,2],[],[]
signed/gahuku.net;16;120;MCN+LNM;0.200000;0.000000;7.445714;[15,14,1,0],[12,9,8,13,4],[11,10,7,6,5,3,2],[],[]
signed/gahuku.net;16;120;MCN+LNM;0.200000;0.000000;7.445714;3;[15,14,1,0],[12,9,8,13,4],[11,10,7,6,5,3,2],[],[]
signed/gahuku.net;16;120;CM;0.200000;0.000000;-3.956364;2;[0,8,14,15,1],[],[2,7,6,3,5,11,12,4,9,10,13],[],[],[],[],[],[],[],[],[],[],[],[],[]
