signedZhao/sign_graph_30_0.300000_0.010000_0.100000_0.075000;CGI;0.100000;15.545000;15.591000;8.206896;2;0.011000;15.509000;1;5;3;0;20912414;13412702;15519421244;0;[19],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29]
signedZhao/sign_graph_30_0.300000_0.050000_0.100000_0.075000;CGI;0.100000;146.167000;146.177000;10.027586;2;0.000000;146.016000;1;3;3;0;9454256;15076251;146050230687;0;[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29],[19]
signedZhao/sign_graph_30_0.300000_0.100000_0.100000_0.075000;CGI;0.100000;460.233000;460.244000;11.820689;2;0.000000;459.724000;1;4;3;0;10053255;47420978;459813601051;0;[19],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29]
signedZhao/sign_graph_30_0.300000_0.010000_0.100000_0.075000;CGI;0.300000;737.559000;737.605000;10.757143;2;0.011000;736.654000;1;6;4;0;26934269;88895197;736802501362;0;[19],[2,3,4,5,12,14,17,20],[0,1,6,7,8,9,10,11,13,15,16,18,21,22,23,24,25,26,27,28,29]
signedZhao/sign_graph_40_0.300000_0.010000_0.100000_0.075000;CGI;0.100000;795.807000;795.853000;0.720000;2;0.011000;795.413000;1;5;2;0;33341174;44317656;795470025911;0;[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]
signedZhao/sign_graph_30_0.300000_0.200000_0.100000_0.075000;CGI;0.100000;428.104000;428.115000;11.793103;2;0.000000;427.621000;1;4;3;0;10331814;49325811;427707765836;0;[19],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29]
signedZhao/sign_graph_40_0.300000_0.050000_0.100000_0.075000;CGI;0.100000;853.562000;853.583000;0.670000;2;0.000000;853.075000;1;5;2;0;19466627;45531897;853156855673;0;[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]
signedZhao/sign_graph_30_0.300000_0.050000_0.100000_0.075000;CGI;0.300000;1338.598000;1338.610000;12.650000;2;0.000000;1336.798000;1;4;4;0;10399838;153719798;1337008802891;0;[19],[2,3,4,5,12,14,17,20],[0,1,6,7,8,9,10,11,13,15,16,18,21,22,23,24,25,26,27,28,29]
signedZhao/sign_graph_40_0.300000_0.100000_0.100000_0.075000;CGI;0.100000;1165.581000;1165.602000;0.600000;2;0.000000;1164.990000;1;6;2;0;19460203;49484601;1165080648722;0;[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]
signedZhao/sign_graph_30_0.300000_0.100000_0.100000_0.075000;CGI;0.300000;904.867000;904.878000;14.239048;2;0.000000;903.631000;1;7;4;0;10095157;102912562;903806623589;0;[19],[1,3,4,5,6,7,8,10,11,12,16,17,20,24,27],[0,2,9,13,14,15,18,21,22,23,25,26,28,29]
signedZhao/sign_graph_40_0.300000_0.200000_0.100000_0.075000;CGI;0.100000;1104.793000;1104.813000;0.550000;2;0.000000;1104.291000;1;6;2;0;18951221;46178468;1104361913756;0;[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]
signedZhao/sign_graph_30_0.300000_0.010000_0.100000_0.075000;CGI;0.500000;701.551000;701.561000;16.566667;2;0.000000;700.107000;1;7;8;0;9490719;107980807;700320019024;0;[3,12,20],[19],[1,6,7,8,9,10,11,16,24,27],[4,5,17],[0,13,15,18,21,22,25,26,28,29],[23],[2,14]
signedZhao/sign_graph_30_0.300000_0.200000_0.100000_0.075000;CGI;0.300000;1901.690000;1901.702000;18.540000;2;0.008000;1898.293000;1;5;5;0;11004789;274767207;1898610091513;0;[2,14],[1,3,4,5,6,7,8,10,11,12,16,17,20,24,27],[19],[0,9,13,15,18,21,22,23,25,26,28,29]
signedZhao/sign_graph_30_0.300000_0.050000_0.100000_0.075000;CGI;0.500000;376.001000;376.012000;18.900000;2;0.000000;375.273000;1;7;8;0;9602692;56415374;375388474483;0;[2,14],[3,12,20],[4,5,17],[19],[0,13,15,18,21,22,25,26,28,29],[23],[1,6,7,8,9,10,11,16,24,27]
signedZhao/sign_graph_30_0.300000_0.100000_0.100000_0.075000;CGI;0.500000;794.485000;794.496000;23.522222;2;0.000000;792.319000;1;6;9;0;10382250;181407669;792576944080;0;[3,12,20],[19],[4,5,17],[23],[1,6,7,8,9,10,11,16,24,27],[14],[0,13,15,18,21,22,25,26,29],[2,28]
signedZhao/sign_graph_30_0.300000_0.200000_0.100000_0.075000;CGI;0.500000;557.826000;557.837000;25.500000;2;0.000000;556.459000;1;8;10;0;10276881;112141156;556671222660;0;[14],[19],[0,13,15,18,21,22,25,26,29],[3,12,20],[23],[4,5,17],[1,6,7,8,10,11,16,24,27],[2,28],[9]
signedZhao/sign_graph_30_0.300000_0.010000_0.100000_0.075000;CGI;0.700000;315.223000;315.234000;12.766666;2;0.000000;313.329000;1;8;15;0;9806368;136022507;313606925700;0;[14],[19],[2,28],[15,18,22,29],[4,17],[23],[13,16,21,24],[6,8,10,25,26,27],[9],[1,7,11],[12],[3,20],[5],[0]
signedZhao/sign_graph_30_0.300000_0.050000_0.100000_0.075000;CGI;0.700000;245.246000;245.258000;15.689999;2;0.000000;243.634000;1;8;15;0;10395646;108178668;243866146401;0;[2,28],[19],[15,18,22,29],[14],[4,17],[13,16,21],[5,27],[23],[1,7,11],[6,10,24,25,26],[3,8,20],[9],[12],[0]
signedZhao/sign_graph_30_0.300000_0.100000_0.100000_0.075000;CGI;0.700000;236.946000;236.957000;11.199999;2;0.000000;235.386000;4;9;18;0;9755619;106052819;235631876194;0;[2,28],[14],[19],[13,16,21],[23],[4,17],[0,25],[6,10,24,26,29],[20],[12],[18],[11,15],[5],[3],[22,27],[1],[7,8,9]
signedZhao/sign_graph_30_0.300000_0.200000_0.100000_0.075000;CGI;0.700000;215.160000;215.175000;14.733333;2;0.000000;213.353000;3;9;17;0;14522434;121227011;213615725253;0;[14],[19],[23],[2,28],[0,7,11],[9],[20],[4,5],[8,10,27],[18],[12],[17],[13,16,21],[1,24],[3],[6,15,22,25,26,29]
