file_name,vertices,edges,m,lambda,density,time_ms,time_s
dataset/gahuku.net,16,120,10,0.1,-5.800000000000001,6099.771205997968,6.099771205997968
dataset/gahuku.net,16,120,10,0.2,-4.3500000000000005,12514.427742997213,12.514427742997213
dataset/gahuku.net,16,120,10,0.3,6.866666666666666,16488.47530999774,16.48847530999774
dataset/gahuku.net,16,120,10,0.4,16.262857142857143,19186.538836998807,19.186538836998807
dataset/gahuku.net,16,120,10,0.5,24.23809523809524,21524.929372997576,21.524929372997576
dataset/gahuku.net,16,120,10,0.6,36.4,23913.84440299953,23.91384440299953
dataset/gahuku.net,16,120,10,0.7,55.75,26077.48974199785,26.07748974199785
dataset/gahuku.net,16,120,10,0.8,75.50000000000001,28310.3057599983,28.3103057599983
dataset/gahuku.net,16,120,10,0.9,95.4666666666667,30324.844428996585,30.324844428996585
dataset/gahuku.net,16,120,10,0.1,-5.800000000000001,36601.949252999475,36.601949252999475
dataset/gahuku.net,16,120,10,0.2,-4.3500000000000005,42976.871381997626,42.976871381997626
dataset/gahuku.net,16,120,10,0.3,6.866666666666666,46682.77132899675,46.68277132899675
dataset/gahuku.net,16,120,10,0.4,16.262857142857143,49297.81405199901,49.29781405199901
dataset/gahuku.net,16,120,10,0.5,24.238095238095237,51821.91792999947,51.82191792999947
dataset/gahuku.net,16,120,10,0.6,36.519999999999996,55117.68236699936,55.11768236699936
dataset/gahuku.net,16,120,10,0.7,55.75,58027.73289899778,58.02773289899778
dataset/gahuku.net,16,120,10,0.8,75.50000000000001,61060.894294998434,61.060894294998434
dataset/gahuku.net,16,120,10,0.9,95.4666666666667,65010.73283899677,65.01073283899677
dataset/gahuku.net,16,120,10,0.1,-5.800000000000001,71964.02393899916,71.96402393899916
dataset/gahuku.net,16,120,10,0.2,-4.3500000000000005,80947.2672999982,80.9472672999982
dataset/gahuku.net,16,120,10,0.3,9.677777777777777,86172.39220099873,86.17239220099873
dataset/gahuku.net,16,120,10,0.4,16.262857142857143,90343.1787749978,90.3431787749978
dataset/gahuku.net,16,120,10,0.5,24.238095238095237,93463.77812199717,93.46377812199717
dataset/gahuku.net,16,120,10,0.6,36.519999999999996,96026.72002799954,96.02672002799954
dataset/gahuku.net,16,120,10,0.7,55.75,98870.71758399907,98.87071758399907
dataset/gahuku.net,16,120,10,0.8,75.50000000000001,101508.48918599877,101.50848918599877
dataset/gahuku.net,16,120,10,0.9,95.46666666666668,104729.12722199908,104.72912722199908
dataset/gahuku.net,16,120,10,0.1,-5.800000000000001,112273.56093499839,112.27356093499839
